"SUID","BRENDA ID","CAZY Name","Class","Description","EC","Family","Gene Name","Genus","GO Term","HMP Body Site","HMP Oxygen","InterPro (Domain)","InterPro (Family)","InterPro (Homologous Superfamily)","InterPro (Other)","KEGG ID","Kingdom","name","NCBI IDs","Order","Organism","P01 gDNA","PATRIC ID","PDB","PFAM","Phylum","selected","Sequence Length","Sequence Source","shared name","Species","STRING ID","Superkingdom","Swissprot Description","Taxonomy ID","UniProt Annotation Status"
"2351932","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","A6E74_02225","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A179ETJ1","GI:1032807855|GI:1055938961|EMBL-CDS:OAQ56250.1|REFSEQ:WP_067481739.1","Lactobacillales","Enterococcus thailandicus.","False","None","None","PF07470","Firmicutes","false","377","BLASTHIT","A0A179ETJ1","Enterococcus thailandicus","None","Bacteria","NA","417368","TrEMBL"
"2351933","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","BCR24_03910","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1E5HBS6","GI:1067560747|GI:1069234030|EMBL-CDS:OEG22285.1|REFSEQ:WP_069640394.1","Lactobacillales","Enterococcus ureilyticus.","False","None","None","PF07470","Firmicutes","false","387","BLASTHIT","A0A1E5HBS6","Enterococcus ureilyticus","None","Bacteria","NA","1131292","TrEMBL"
"2351934","None","None","Bacilli","Unsaturated chondroitin disaccharide hydrolase ","None","Streptococcaceae","SAMN05216438_101516","Lactococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1I4F9A0","GI:1124464662|EMBL-CDS:SFL14565.1|REFSEQ:WP_074750325.1","Lactobacillales","Lactococcus garvieae.","False","None","None","PF07470","Firmicutes","false","384","BLASTHIT","A0A1I4F9A0","Lactococcus garvieae","None","Bacteria","NA","1363","TrEMBL"
"2351935","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","RV17_GL001499","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1L8XQZ1","GI:1105362739|EMBL-CDS:OJG95652.1","Lactobacillales","Enterococcus thailandicus.","False","None","None","PF07470","Firmicutes","false","371","BLASTHIT","A0A1L8XQZ1","Enterococcus thailandicus","None","Bacteria","NA","417368","TrEMBL"
"2351936","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","BZG32_03940","Enterococcus","0016787 hydrolase activity","Skin|Not Specified|Gastrointestinal tract","Facultative,Not Specified","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1Q1FS31","GI:498394616|GI:1185270992|GI:1435306249|GI:1142907047|EMBL-CDS:AQL52893.1|REFSEQ:WP_010708292.1","Lactobacillales","Enterococcus faecalis ","False","None","None","PF07470","Firmicutes","false","387","BLASTHIT","A0A1Q1FS31","Enterococcus faecalis","None","Bacteria","NA","1351","TrEMBL"
"2351937","None","None","Clostridia","Glucoronyl hydrolase ","None","Ruminococcaceae","B5G28_07480","Faecalibacterium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1Y3TQN8","GI:1198451303|EMBL-CDS:OUN38881.1","Clostridiales","Faecalibacterium sp. An77.","False","None","None","PF07470","Firmicutes","false","386","BLASTHIT","A0A1Y3TQN8","Faecalibacterium sp. An77","None","Bacteria","NA","1965655","TrEMBL"
"2351938","None","None","Clostridia","Glucoronyl hydrolase ","None","Ruminococcaceae","B5F27_13210","Faecalibacterium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1Y4J5W0","GI:1198643991|EMBL-CDS:OUP26540.1","Clostridiales","Faecalibacterium sp. An192.","False","None","None","PF07470","Firmicutes","false","386","BLASTHIT","A0A1Y4J5W0","Faecalibacterium sp. An192","None","Bacteria","NA","1965581","TrEMBL"
"2351939","None","None","Clostridia","Glucoronyl hydrolase ","None","Ruminococcaceae","B5E67_06540","Faecalibacterium","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1Y4T6X0","GI:1198758799|EMBL-CDS:OUQ37889.1","Clostridiales","Faecalibacterium sp. An122.","False","None","None","PF07470","Firmicutes","false","386","BLASTHIT","A0A1Y4T6X0","Faecalibacterium sp. An122","None","Bacteria","NA","1965551","TrEMBL"
"2351940","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","A5870_002901","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A242EAQ1","GI:1192854475|EMBL-CDS:OTO31961.1","Lactobacillales","Enterococcus sp. 2G9_DIV0600.","False","None","None","PF07470","Firmicutes","false","387","BLASTHIT","A0A242EAQ1","Enterococcus sp. 2G9_DIV0600","None","Bacteria","NA","1834173","TrEMBL"
"2351941","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","A5871_001629","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A242EHJ7","GI:1192859613|EMBL-CDS:OTO37066.1","Lactobacillales","Enterococcus sp. 2F9_DIV0599.","False","None","None","PF07470","Firmicutes","false","387","BLASTHIT","A0A242EHJ7","Enterococcus sp. 2F9_DIV0599","None","Bacteria","NA","1834172","TrEMBL"
"2351942","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","A5888_000579","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A242KC69","GI:1192941654|EMBL-CDS:OTP18765.1","Lactobacillales","Enterococcus sp. 9E7_DIV0242.","False","None","None","PF07470","Firmicutes","false","383","BLASTHIT","A0A242KC69","Enterococcus sp. 9E7_DIV0242","None","Bacteria","NA","1834193","TrEMBL"
"2351943","None","None","Gammaproteobacteria","Glucuronyl hydrolase ","None","Enterobacteriaceae","B9Q37_09405","Enterobacter","0016787 hydrolase activity","Airways|Skin|Not Specified","Not Specified,Facultative","None","IPR010905","IPR008928|IPR012341","None","ecln:ECNIH4_14665","NA","A0A2J0PQB5","GI:723222787|GI:556481057|EMBL-CDS:PJD75764.1|REFSEQ:WP_023332637.1","Enterobacterales","Enterobacter cloacae.","False","None","None","PF07470","Proteobacteria","false","396","BLASTHIT","A0A2J0PQB5","Enterobacter cloacae","None","Bacteria","NA","550","TrEMBL"
"2351944","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","C2L98_07520","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2K3QWX7","EMBL-CDS:PNY32046.1","Lactobacillales","Enterococcus gallinarum.","False","None","None","PF07470","Firmicutes","false","376","BLASTHIT","A0A2K3QWX7","Enterococcus gallinarum","None","Bacteria","NA","1353","TrEMBL"
"2351945","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","CV769_03910","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2M9FSN4","GI:498428503|EMBL-CDS:PJK26492.1|REFSEQ:WP_010734296.1","Lactobacillales","Enterococcus mundtii.","False","None","None","PF07470","Firmicutes","false","387","BLASTHIT","A0A2M9FSN4","Enterococcus mundtii","None","Bacteria","NA","53346","TrEMBL"
"2351946","None","None","Gammaproteobacteria","Glucuronyl hydrolase ","None","Yersiniaceae","CYR32_18165","NA","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2N5DUY8","EMBL-CDS:PLR30747.1","Enterobacterales","Yersiniaceae bacterium 2016Iso4.","False","None","None","PF07470","Proteobacteria","false","390","BLASTHIT","A0A2N5DUY8","Yersiniaceae bacterium 2016Iso4","None","Bacteria","NA","2060068","TrEMBL"
"2351947","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","CUS89_06830","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2S7RUV9","EMBL-CDS:PQF23608.1","Lactobacillales","Enterococcus mundtii.","False","None","None","PF07470","Firmicutes","false","387","BLASTHIT","A0A2S7RUV9","Enterococcus mundtii","None","Bacteria","NA","53346","TrEMBL"
"2351948","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","DAI13_04015","Enterococcus","0016787 hydrolase activity","Skin|Not Specified|Gastrointestinal tract","Facultative,Not Specified","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2T5D1U4","GI:498392957|GI:1220123570|GI:1185929356|GI:703903417|EMBL-CDS:PTN76948.1|REFSEQ:WP_010706698.1","Lactobacillales","Enterococcus faecalis ","False","None","None","PF07470","Firmicutes","false","387","BLASTHIT","A0A2T5D1U4","Enterococcus faecalis","None","Bacteria","NA","1351","TrEMBL"
"2351949","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","C6N14_10245","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2T5DBB7","EMBL-CDS:PTO34849.1","Lactobacillales","Enterococcus mundtii.","False","None","None","PF07470","Firmicutes","false","387","BLASTHIT","A0A2T5DBB7","Enterococcus mundtii","None","Bacteria","NA","53346","TrEMBL"
"2351950","None","None","Gammaproteobacteria","Glucuronyl hydrolase ","None","Enterobacteriaceae","DNK77_08460","Enterobacter","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A2W0G2G9","GI:556481057|EMBL-CDS:PYZ32276.1|REFSEQ:WP_023332637.1","Enterobacterales","Enterobacter cloacae complex sp.","False","None","None","PF07470","Proteobacteria","false","396","BLASTHIT","A0A2W0G2G9","Enterobacter cloacae complex sp.","None","Bacteria","NA","2027919","TrEMBL"
"2351951","None","None","Gammaproteobacteria","Glucuronyl hydrolase ","None","Enterobacteriaceae","DP199_11125","Enterobacter","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A330DRY9","GI:829202797|GI:974877524|GI:829277013|GI:556481057|GI:822859238|GI:1108861397|GI:771057268|GI:635794370|GI:578227764|GI:1022024549|GI:1227582502|GI:1021958927|GI:1069035002|GI:950120204|GI:829430720|EMBL-CDS:RAY72545.1|REFSEQ:WP_023332637.1","Enterobacterales","Enterobacter kobei.","False","None","None","PF07470","Proteobacteria","false","396","BLASTHIT","A0A330DRY9","Enterobacter kobei","None","Bacteria","NA","208224","TrEMBL"
"2351952","None","None","Gammaproteobacteria","Glucuronyl hydrolase ","None","Enterobacteriaceae","A6A30_07880","Klebsiella","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A341EAU7","GI:410374707|GI:490234516|EMBL-CDS:KZT49267.1|REFSEQ:WP_004132851.1","Enterobacterales","Klebsiella michiganensis.","False","None","None","PF07470","Proteobacteria","false","392","BLASTHIT","A0A341EAU7","Klebsiella michiganensis","None","Bacteria","NA","1134687","TrEMBL"
"2351953","None","None","Gammaproteobacteria","Unsaturated glucuronyl hydrolase ","3.2.1.179 {ECO:0000313|EMBL:STW10277.1}","Enterobacteriaceae","NCTC9149_06818","Klebsiella","0016798 hydrolase activity  acting on glycosyl bonds","Airways|Skin","Not Specified","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A378E3Y0","GI:1033026094|GI:927662839|EMBL-CDS:STW10277.1|REFSEQ:WP_064342036.1","Enterobacterales","Klebsiella oxytoca.","False","None","None","PF07470","Proteobacteria","false","392","BLASTHIT","A0A378E3Y0","Klebsiella oxytoca","None","Bacteria","NA","571","TrEMBL"
"2351954","None","None","Gammaproteobacteria","Glucuronyl hydrolase ","None","Enterobacteriaceae","EH164_03065","Kosakonia","None","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A3G9BG79","GI:1528947735|EMBL-CDS:AZI86112.1","Enterobacterales","Kosakonia sp. CCTCC M2018092.","False","None","None","PF07470","Proteobacteria","false","395","BLASTHIT","A0A3G9BG79","Kosakonia sp. CCTCC M2018092","None","Bacteria","NA","2492396","TrEMBL"
"2351955","None","None","Bacilli","Unsaturated glucuronyl hydrolase ","None","Enterococcaceae","EFBG_01991","Enterococcus","0016787 hydrolase activity","Urogenital tract","Facultative","None","IPR010905","IPR008928|IPR012341","None","None","NA","C7CXY7","GI:255966760|EMBL-CDS:EET97382.1","Lactobacillales","Enterococcus faecalis T2.","False","None","None","PF07470","Firmicutes","false","390","BLASTHIT","C7CXY7","Enterococcus faecalis T2","None","Bacteria","NA","565637","TrEMBL"
"2351956","None","None","Bacilli","Unsaturated glucuronyl hydrolase ","3.2.1.- {ECO:0000313|EMBL:BAK20886.1}","Enterococcaceae","MPTP_0404","Melissococcus","0016798 hydrolase activity  acting on glycosyl bonds","None","None","None","IPR010905","IPR008928|IPR012341","None","mps:MPTP_0404","NA","F3Y8Q8","GI:332369930|GI:503539248|EMBL-CDS:BAK20886.1|REFSEQ:WP_013773324.1","Lactobacillales","Melissococcus plutonius  (strain ATCC 35311 / CIP 104052 / LMG 20360 /NCIMB 702443)","False","None","None","PF07470","Firmicutes","false","380","BLASTHIT","F3Y8Q8","Melissococcus plutonius ATCC 35311","940190.MPTP_0404","Bacteria","NA","940190","TrEMBL"
"2351957","None","GH88","Bacilli","Glucuronyl hydrolase| putative ","None","Enterococcaceae","EF_0812","Enterococcus","0016787 hydrolase activity","Gastrointestinal tract","Facultative","None","IPR010905","IPR008928|IPR012341","None","efa:EF0812","NA","Q837M4","GI:498392957|GI:29375401|GI:81585449|GI:508171980|GI:29342861|GI:508213907|EMBL-CDS:AAO80625.1|REFSEQ:NP_814555.1|REFSEQ:WP_010706698.1","Lactobacillales","Enterococcus faecalis  (strain ATCC 700802 / V583)","True","fig|226185.45.peg.2747","None","PF07470","Firmicutes","false","387","BLASTHIT","Q837M4","Enterococcus faecalis V583","226185.EF0812","Bacteria","NA","226185","TrEMBL"
"2351958","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","WOU_00662","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","R3KP40","GI:498394108|GI:487089189|EMBL-CDS:EOK15156.1|REFSEQ:WP_010707802.1","Lactobacillales","Enterococcus faecalis ATCC 6055.","False","fig|1169311.3.peg.648","None","PF07470","Firmicutes","false","387","BLASTHIT","R3KP40","Enterococcus faecalis ATCC 6055","None","Bacteria","NA","1169311","TrEMBL"
"2351959","None","None","Gammaproteobacteria","Glycosyl Hydrolase Family 88 family protein ","None","Enterobacteriaceae","EDP2_812","Enterobacter","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","V5A995","GI:558087950|GI:557853362|EMBL-CDS:ESS57260.1|REFSEQ:WP_023480803.1","Enterobacterales","Enterobacter cloacae S611.","False","fig|1399146.3.peg.2724","None","PF07470","Proteobacteria","false","395","BLASTHIT","V5A995","Enterobacter cloacae S611","None","Bacteria","NA","1399146","TrEMBL"
"2351960","None","None","Bacilli","Putative unsaturated glucuronyl hydrolase ","None","Enterococcaceae","HMPREF2097_02423","Enterococcus","0016787 hydrolase activity","Gastrointestinal tract","Not Specified","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A059MZ63","GI:635150341|EMBL-CDS:KDE16470.1","Lactobacillales","Enterococcus faecalis 918.","False","fig|1338519.3.peg.2232","None","PF07470","Firmicutes","false","389","BLASTHIT","A0A059MZ63","Enterococcus faecalis 918","None","Bacteria","NA","1338519","TrEMBL"
"2351961","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","P026_00776","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A0M2CK54","GI:573668694|GI:488311886|EMBL-CDS:ETU61770.1|REFSEQ:WP_002381271.1","Lactobacillales","Enterococcus faecalis EnGen0426.","False","fig|1391496.3.peg.777","None","PF07470","Firmicutes","false","387","BLASTHIT","A0A0M2CK54","Enterococcus faecalis EnGen0426","None","Bacteria","NA","1391496","TrEMBL"
"2351962","None","None","Clostridia","Unsaturated glucuronyl hydrolase ","3.2.1.179 {ECO:0000313|EMBL:SCJ05603.1}","Clostridiaceae","SAMEA3545261_02002","Clostridium","0016798 hydrolase activity  acting on glycosyl bonds","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1C6DAH4","EMBL-CDS:SCH97060.1|EMBL-CDS:SCJ05603.1","Clostridiales","uncultured Clostridium sp.","False","None","None","PF07470","Firmicutes","false","367","BLASTHIT","A0A1C6DAH4","uncultured Clostridium sp.","None","Bacteria","NA","59620","TrEMBL"
"2351963","None","None","Actinobacteria","Glucuronyl hydrolase ","None","Cellulomonadaceae","BGO37_01815","Cellulomonas","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A1M3F6D0","GI:1113315904|EMBL-CDS:OJV80152.1","Micrococcales","Cellulomonas sp. 73-92.","False","None","None","PF07470","Actinobacteria","false","392","BLASTHIT","A0A1M3F6D0","Cellulomonas sp. 73-92","None","Bacteria","NA","1895740","TrEMBL"
"2351964","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","A5867_000658","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A200IEL1","GI:1201104375|EMBL-CDS:OUZ22979.1","Lactobacillales","Enterococcus sp. 6D12_DIV0197.","False","None","None","PF07470","Firmicutes","false","383","BLASTHIT","A0A200IEL1","Enterococcus sp. 6D12_DIV0197","None","Bacteria","NA","1834184","TrEMBL"
"2351965","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","A5878_000516","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A242D0B0","GI:514877620|GI:1192838398|EMBL-CDS:OTO15949.1|REFSEQ:WP_016609652.1","Lactobacillales","Enterococcus sp. 3G6_DIV0642.","False","None","None","PF07470","Firmicutes","false","383","BLASTHIT","A0A242D0B0","Enterococcus sp. 3G6_DIV0642","None","Bacteria","NA","1834177","TrEMBL"
"2351966","None","None","Bacilli","Glucuronyl hydrolase ","None","Enterococcaceae","CK496_05395","Enterococcus","0016787 hydrolase activity","None","None","None","IPR010905","IPR008928|IPR012341","None","eth:CK496_05395","NA","A0A249SIG3","GI:1129540104|GI:1241242508|EMBL-CDS:ASZ07367.1|REFSEQ:WP_075491048.1","Lactobacillales","Enterococcus thailandicus.","False","None","None","PF07470","Firmicutes","false","377","BLASTHIT","A0A249SIG3","Enterococcus thailandicus","None","Bacteria","NA","417368","TrEMBL"
"2351967","None","None","Gammaproteobacteria","Unsaturated glucuronyl hydrolase ","3.2.1.179 {ECO:0000313|EMBL:SNU32695.1}","Enterobacteriaceae","KOSB73_140012","Klebsiella","0016798 hydrolase activity  acting on glycosyl bonds","None","None","None","IPR010905","IPR008928|IPR012341","None","None","NA","A0A285AVI9","GI:636834607|EMBL-CDS:SNU32695.1|REFSEQ:WP_024360600.1","Enterobacterales","Klebsiella grimontii.","False","None","None","PF07470","Proteobacteria","false","392","BLASTHIT","A0A285AVI9","Klebsiella grimontii","None","Bacteria","NA","2058152","TrEMBL"
